c_id	text_x	transcript	text_y
332678	我上周不忙。	Wo3 shang4zhou1 bu4 mang2.	I wasn't busy last week.
332679	游泳使腿部强健。	You2yong3 shi3 tui3bu4 qiang2jian4.	Swimming makes your legs strong.
332680	现在的人教育程度比以前高得多。	Xian4zai4 de5 ren2 jiao4yu4 cheng2du4 bi3 yi3qian2 gao1 de5 duo1.	People are more educated now than they used to be.
332681	我不能让自己做这样的事。	Wo3 bu4 neng2 rang4 zi4ji3 zuo4 zhe4yang4 de5 shi4.	I can't bring myself to do such a thing.
332683	接受对方的准则就是给予他权力。	Jie1shou4 dui4fang1 de5 zhun3ze2 jiu4 shi4 gei3yu3 ta1 quan2li4.	Accepting the other's norms is submitting to the other's power.
332684	我将确保你们在第一年后有一个增长。	Wo3 jiang1 que4bao3 ni3men5 zai4 di4 yi1 nian2 hou4 you3 yi1 ge4 zeng1zhang3.	I'll see to it that you have a raise after the first year.
332685	他对日本的历史非常感兴趣。我们很惊讶他在这方面的丰富知识。	Ta1 dui4 Ri4ben3 de5 li4shi3 fei1chang2 gan3xing4qu4. wo3men5 hen3 jing1ya4 ta1 zai4 zhe4 fang1mian4 de5 feng1fu4 zhi1shi5.	He is very much interested in Japanese history. We are surprised at his vast knowledge of the subject.
332686	把你的自行车放好。	Ba3 ni3 de5 zi4xing2che1 fang4 hao3.	Put away your bicycle.
332687	昨天是Alice去了演唱会。	Zuo2tian1 shi4 Alice qu4 le5 yan3chang4hui4.	It was Alice who went to the concert yesterday.
332688	我们去了林中散步。	Wo3men5 qu4 le5 lin2 zhong1 san4bu4.	We went for a walk in the forest.
332689	汽笛声响起，船开始慢慢地驶离港口。	Qi4di2 sheng1xiang3 qi3, chuan2 kai1shi3 man4man4 de5 shi3li2 gang3kou3.	A whistle blew, and the boat slowly began to pull out of port.
332690	孩子们应该每天喝牛奶。	Hai2zi5men5 ying1gai1 mei3tian1 he1 niu2nai3.	Children should drink milk every day.
332691	这张照片让我想起童年的快乐时光。	Zhe4 zhang1 zhao4pian4 rang4 wo3 xiang3qi3 tong2nian2 de5 kuai4le4 shi2guang1.	This photograph reminds me of enjoyable times when I was a child.
332692	简而言之，我不同意。	Jian3'er2yan2zhi1, wo3 bu4 tong2yi4.	To put it briefly, I do not agree.
332693	但是他不常微笑。	Dan4shi4 ta1 bu4 chang2 wei1xiao4.	But he did not often smile.
332694	要去博物馆，你就得乘那辆车。	Yao4 qu4 bo2wu4guan3, ni3 jiu4 dei3 cheng2 na4 liang4 che1.	You have to get on that bus to go to the museum.
332695	除非雨停了，我们才会出去。	Chu2fei1 yu3 ting2 le5, wo3men5 cai2 hui4 chu1qu4.	We won't go out unless it stops raining.
332696	我爸爸对我的爱和照顾不比我妈妈少。	Wo3 ba4ba5 dui4 wo3 de5 ai4 he2 zhao4gu5 bu4 bi3 wo3 ma1ma5 shao3.	My father was no less affectionate and tender to me than my mother was.
332698	他试图游过河，但是失败了。	Ta1 shi4tu2 you2 guo4 he2, dan4shi4 shi1bai4 le5.	He failed in his attempt to swim across the river.
332699	告诉我你对湘南做了什么。	Gao4su5 wo3 ni3 dui4 Xiang1nan2 zuo4 le5 shen2me5.	Tell me what you did to Shounan.
332700	我已经受够了这个计划。	Wo3 yi3jing1 shou4gou4 le5 zhe4ge5 ji4hua4.	I've had enough of this program.
332702	我发现他在花园里干活。	Wo3 fa1xian4 ta1 zai4 hua1yuan2 li3 gan4huo2.	I found him working in the garden.
332703	毕加索是个有名的艺术家。	Bi4jia1suo3 shi4 ge5 you3ming2 de5 yi4shu4jia1.	Picasso is a famous artist.
332705	这是一个例外。	Zhe4 shi4 yi1 ge4 li4wai4.	This is an exception to the rule.
332708	生活很困难，但我更坚强。	Sheng1huo2 hen3 kun4nan5, dan4 wo3 geng4 jian1qiang2.	Life is hard, but I am harder.
332709	这个班有多少男生？	Zhe4ge5 ban1 you3 duo1shao5 nan2sheng1?	How many boys are there in this class?
332710	这一消息证实了我的怀疑。	Zhe4 yi1 xiao1xi5 zheng4shi2 le5 wo3 de5 huai2yi2.	The news confirmed my suspicions.
332711	看那座被雪覆盖的山。	Kan4 na4 zuo4 bei4 xue3 fu4gai4 de5 shan1.	Look at that mountain which is covered with snow.
332712	她没有任何亲戚朋友照顾她。	Ta1 mei2you3 ren4he2 qin1qi5 peng2you5 zhao4gu5 ta1.	She doesn't have any friends or relatives to take care of her.
332716	现在的孩子认为解决任何生活问题都像重新开始一个电脑游戏那么简单。	Xian4zai4 de5 hai2zi5 ren4wei2 jie3jue2 ren4he2 sheng1huo2 wen4ti2 dou1 xiang4 chong2xin1 kai1shi3 yi1 ge4 dian4nao3 you2xi4 na4me5 jian3dan1.	Kids these days think that any issue in life can be resolved as easily as restarting a computer game.
332717	我们也去了庙里。	Wo3men5 ye3 qu4 le5 miao4 li3.	We also went to the temple.
332718	我想要去伦敦。	Wo3 xiang3yao4 qu4 Lun2dun1.	I'd like to go to London.
332722	他大半生都住在国外。	Ta1 da4ban4 sheng1 dou1 zhu4 zai4 guo2wai4.	He lived abroad for much of his life.
332723	情况一天比一天差。	Qing2kuang4 yi1 tian1 bi3 yi1 tian1 cha4.	The situation is getting worse and worse day by day.
332724	这架飞机一次可以携带40名乘客。	Zhe4 jia4 fei1ji1 yi1ci4 ke3yi3 xie2dai4 si4 shi2 ming2 cheng2ke4.	This airplane is capable of carrying 40 passengers at a time.
332725	你们对外语感兴趣吗？	Ni3men5 dui4 wai4yu3 gan3 xing4qu4 ma5?	Are you interested in foreign languages?
332726	没有人跑在他前面。	Mei2you3ren2 pao3 zai4 ta1 qian2mian5.	No one ran ahead of him.
332727	如果我现在有100万日元，我会买辆车。	Ru2guo3 wo3 xian4zai4 you3 yi1 bai3 wan4 Ri4yuan2, wo3 hui4 mai3 liang4 che1.	If I had one million yen now, I would buy a car.
332728	你相信上帝吗？	Ni3 xiang1xin4 shang4di4 ma5?	Do you believe in God?
332729	在某种程度上你是对的，但我还是有疑问。	Zai4 mou3 zhong3 cheng2du4 shang4 ni3 shi4 dui4 de5, dan4 wo3 hai2shi5 you3 yi2wen4.	In a way you're right, but I still have doubts.
332730	我们终于登上了富士山山顶。	Wo3men5 zhong1yu2 deng1shang4 le5 Fu4shi4 Shan1 shan1ding3.	We gained the top of Mt. Fuji at last.
332731	他们午饭吃了三明治。	Ta1men5 wu3fan4 chi1 le5 san1ming2zhi4.	They ate sandwiches for lunch.
332732	我也想要和你身上那件同样的外套。	Wo3 ye3 xiang3yao4 he2 ni3 shen1shang5 nei4 jian4 tong2yang4 de5 wai4tao4.	I want the same jacket as you are wearing.
332733	你觉得她最想要什么纪念品？	Ni3 jue2de5 ta1 zui4 xiang3 yao4 shen2me5 ji4nian4pin3?	What souvenir do you think she would like most?
332759	他们生活得很幸福。	Ta1men5 sheng1huo2 de5 hen3 xing4fu2.	They lived a happy life.
332760	她有很多事要做。	Ta1 you3 hen3 duo1 shi4 yao4 zuo4.	She has plenty of work to do.
332762	我直视他的眼睛。	Wo3 zhi2shi4 ta1 de5 yan3jing5.	I looked him in the eyes.
332763	全体销售人员通宵达旦地工作了一周。	Quan2ti3 xiao1shou4 ren2yuan2 tong1xiao1-da2dan4 de5 gong1zuo4 le5 yi1 zhou1.	The entire sales staff has worked around the clock for a week.
332764	这个诗人兼学者死了。	Zhe4ge5 shi1ren2 jian1 xue2zhe3 si3 le5.	The poet and scholar is dead.
332765	他简单地阐述了他的理由。	Ta1 jian3dan1 de5 chan3shu4 le5 ta1 de5 li3you2.	He gave his reasons in brief.
332767	有效期到1997年3月31日为止。	You3xiao4qi1 dao4 yi1 jiu3 jiu3 qi1 nian2 san1 yue4 san1 shi2 yi1 ri4 wei2zhi3.	It's valid until March thirty-first, nineteen-ninety-seven.
332768	我们去滑雪怎么样？	Wo3men5 qu4 hua2xue3 zen3me5yang4?	What do you say we go skiing?
332769	我们采取了强有力的预防措施。	Wo3men5 cai3qu3 le5 qiang2you3li4 de5 yu4fang2 cuo4shi1.	We took strong measures to prevent it.
332770	他在森林中迷了路。	Ta1 zai4 sen1lin2 zhong1 mi2 le5 lu4.	He lost his way in the woods.
332771	不要把我们的计划告诉任何人。	Bu4 yao4 ba3 wo3men5 de5 ji4hua4 gao4su5 ren4he2 ren2.	Don't tell anyone our plan.
332772	Tom躲在桌子底下。	Tom duo3 zai4 zhuo1zi5 di3xia5.	Tom hid under the table.
332773	他告诉了我们许多经验教训。	Ta1 gao4su5 le5 wo3men5 xu3duo1 jing1yan4 jiao4xun5.	He told us many lessons.
332774	这房子里似乎在办派对。	Zhe4 fang2zi5 li3 si4hu1 zai4 ban4 pai4dui4.	There appears to be a party in that house.
332775	我会教你怎么开车。	Wo3 hui4 jiao1 ni3 zen3me5 kai1 che1.	I'll teach you how to drive a car.
332776	威尼斯的圣马可广场在夏季总是挤满了游客。	Wei1ni2si1 de5 Sheng4 Ma3ke3 guang3chang3 zai4 xia4ji4 zong3shi4 ji3man3 le5 you2ke4.	St Mark's Square in Venice is always swarming with tourists in the summer.
332777	我们必须保持家庭传统。	Wo3men5 bi4xu1 bao3chi2 jia1ting2 chuan2tong3.	We must keep up the family traditions.
332778	他能游得很快。	Ta1 neng2 you2 de hen3 kuai4.	He can swim very fast.
332779	一个神圣的仪式在庄严的庙宇中举行。	Yi1 ge4 shen2sheng4 de5 yi2shi4 zai4 zhuang1yan2 de5 miao4yu3 zhong1 ju3xing2.	A sacred ritual took place in the magnificent temple.
332780	我厌倦了我的工作。	Wo3 yan4juan4 le5 wo3 de5 gong1zuo4.	I am tired of my work.
332781	你们周日送货吗？	Ni3men5 Zhou1ri4 song4 huo4 ma5?	Do you deliver on Sundays?
332782	我想再来一杯啤酒。	Wo3 xiang3 zai4 lai2 yi1 bei1 pi2jiu3.	I feel like another beer.
332783	他可能迷路了。	Ta1 ke3neng2 mi2lu4 le5.	He may have lost his way.
332784	他出卖了我。	Ta1 chu1mai4 le5 wo3.	He sold me down the river.
332785	天冷得足以让湖结冰。	Tian1 leng3 de5 zu2yi3 rang4 hu2 jie2bing1.	The weather was so cold that the lake froze over.
332786	我不知道，也不想知道。	Wo3 bu4 zhi1dao4, ye3 bu4 xiang3 zhi1dao4.	I don't know, nor do I care.
332787	去年她离开了日本。	Qu4nian2 ta1 li2kai1 le5 Ri4ben3.	She was out of Japan last year.
332788	这意味着其他人只能从听你说的话来了解你和喜欢你。	Zhe4 yi4wei4zhe5 qi2ta1 ren2 zhi3neng2 cong2 ting1 ni3 shuo1 de5hua4 lai2 liao3jie3 ni3 he2 xi3huan5 ni3.	This means that others can only come to know you and like you by listening to what you say.
332789	今晚我将在朋友家过夜。	Jin1wan3 wo3 jiang1 zai4 peng2you5 jia1 guo4 ye4.	I will put up at my friend's tonight.
332790	我需要购买新的镜架。	Wo3 xu1yao4 gou4mai3 xin1 de5 jing4jia4.	I need to buy new spectacle frames.
332791	我弟弟手里拿着一个摄像机。	Wo3 di4di5 shou3li3 na2 zhe5 yi1 ge4 she4xiang4ji1.	My brother is holding a camera in his hand.
332792	我们在这里下车吧。	Wo3men5 zai4 zhe4li3 xia4che1 ba5.	Let's get off here.
332793	Kate, 坐吧。	Kate,  zuo4 ba5.	Sit down, Kate.
332794	我妹妹21岁，是个大学生。	Wo3 mei4mei5 er4 shi2 yi1 sui4, shi4 ge5 da4xue2sheng1.	My sister is twenty-one years old and a college student.
332795	你会发现难以满足她。	Ni3 hui4 fa1xian4 nan2yi3 man3zu2 ta1.	You'll find it difficult to meet her requirements.
332796	除非我死了！	Chu2fei1 wo3 si3 le5!	Over my dead body.
332797	我尊敬长辈。	Wo3 zun1jing4 zhang3bei4.	I respect elderly people.
332798	有什么比失明更不幸的呢？	You3 shen2me5 bi3 shi1ming2 geng4 bu4 xing4 de5 ne5?	What greater misfortune is there than to go blind?
332799	他们的合同在这个月底到期。	Ta1men5 de5 he2tong5 zai4 zhe4ge5 yue4di3 dao4qi1.	Their contract is to run out at the end of this month.
332800	帮我一下。	Bang1 wo3 yi1xia4.	Help me.
332801	爱都是嫉妒的。	Ai4 dou1 shi4 ji2du4 de5.	There's no love without jealousy.
332802	仅三分之一的成员出席了会议。	Jin3 san1 fen1 zhi1 yi1 de5 cheng2yuan2 chu1xi2 le5 hui4yi4.	Only one third of the members turned up at the meeting.
332803	让我看看那些照片。	Rang4 wo3 kan4kan5 nei4xie1 zhao4pian1.	Let me have a look at those photos.
332804	厕所冲水不正常。	Ce4suo3 chong1shui3 bu4 zheng4chang2.	The toilet doesn't flush properly.
332805	我们的孩子喜欢狗，但我更喜欢猫。	Wo3men5 de5 hai2zi5 xi3huan5 gou3, dan4 wo3 geng4 xi3huan5 mao1.	Our children like dogs, but I prefer cats.
332806	我欠她10美元。	Wo3 qian4 ta1 shi2 Mei3yuan2.	I owe ten dollars to her.
332807	我们必须考虑到他很年轻。	Wo3men5 bi4xu1 kao3lv4 dao4 ta1 hen3 nian2qing1.	We must take into account the fact that he is young.
332808	她一到，我们就开始。	Ta1 yi1 dao4, wo3men5 jiu4 kai1shi3.	As soon as she comes, we will begin.
332809	我挑不出他的毛病。	Wo3 tiao1bu5chu1 ta1 de5 mao2bing4.	I cannot find fault with him.
332810	你能为我腾出几分钟时间吗?	Ni3 neng2 wei4 wo3 teng2chu1 ji3 fen1zhong1 shi2jian1 ma5?	Could you spare me a few minutes?
332811	2月我们有个短期休假。	Er4 yue4 wo3men5 you3 ge5 duan3qi1 xiu1jia4.	We had a short vacation in February.
332812	你有义务还债。	Ni3 you3 yi4wu4 huan2zhai4.	You're liable for the debt.
332813	她没有辜负我们的期望。	Ta1 mei2you3 gu1fu4 wo3men5 de5 qi1wang4.	She lived up to our expectations.
332814	停车场是免费的。	Ting2che1chang3 shi4 mian3fei4 de5.	The parking lot is free of charge.
332815	他父母对他期望过高。	Ta1 fu4mu3 dui4 ta1 qi1wang4 guo4gao1.	His parents expect too much of him.
332816	问题是我们如何应付目前的困难。	Wen4ti2 shi4 wo3men5 ru2he2 ying4fu5 mu4qian2 de5 kun4nan5.	The problem is how we cope with the present difficulties.
332817	她戴上了她的帽子。	Ta1 dai4shang5 le5 ta1 de5 mao4zi5.	She put on her hat.
332819	我想看看。	Wo3 xiang3 kan4kan5.	I want to have a little look.
332820	你在听我说吗？	Ni3 zai4 ting1 wo3 shuo1 ma5?	Do you hear what I'm saying?
332821	孩子在这条河里游泳太危险了。	Hai2zi5 zai4 zhe4 tiao2 he2 li3 you2yong3 tai4 wei1xian3 le5.	This river is dangerous for children to swim in.
332822	报纸、杂志和新闻广播讲述着世界上正在发生的事。	Bao4zhi3, za2zhi4 he2 xin1wen2 guang3bo1 jiang3shu4 zhe5 shi4jie4 shang4 zheng4zai4 fa1sheng1 de5 shi4.	Newspapers, magazines, and newscasts tell what is going on in the world.
332823	每年有成千上万的外国人访问日本。	Mei3nian2 you3 cheng2qian1-shang4wan4 de5 wai4guo2ren2 fang3wen4 Ri4ben3.	Thousands of foreigners visit Japan every year.
332824	这被认为是一件大事。	Zhe4 bei4 ren4wei2 shi4 yi1 jian4 da4shi4.	This is considered to be a matter of great importance.
332825	如果你快一点，还能赶上他。	Ru2guo3 ni3 kuai4 yi1dian3, hai2 neng2 gan3shang4 ta1.	If you hurry, you will catch up with him.
332826	老人试图游5公里。	Lao3ren2 shi4tu2 you2 wu3 gong1li3.	The old man attempted to swim five kilometers.
332827	除了雨天，我都是骑车去上班的。	Chu2le5 yu3tian1, wo3 dou1 shi4 qi2che1 qu4 shang4ban1 de5.	I go to the office by bicycle except on rainy days.
332828	她原谅了男孩的粗鲁。	Ta1 yuan2liang4 le5 nan2hai2 de5 cu1lu3.	She forgave the boy for his rudeness.
332829	病人随时会死。	Bing4ren2 sui2shi2 hui4 si3.	That patient may die at any time.
332831	一个人要为他的行为负责。	Yi1 ge4 ren2 yao4 wei4 ta1 de5 xing2wei2 fu4ze2.	A man is responsible for his deeds.
332832	你会代替我去派对吗？	Ni3 hui4 dai4ti4 wo3 qu4 pai4dui4 ma5?	Will you go to the party instead of me?
332833	她放下手中的针线活，并站了起来。	Ta1 fang4xia4 shou3 zhong1 de5 zhen1xian4huo2, bing4 zhan4 le5 qi3lai5.	She put aside the sewing and stood up.
332834	这是找零。	Zhe4 shi4 zhao3ling2.	Here's the change.
332835	他是日本最伟大的艺术家之一。	Ta1 shi4 Ri4ben3 zui4 wei3da4 de5 yi4shu4jia1 zhi1yi1.	He is one of the greatest artists in Japan.
332836	父亲常常在空闲时间读侦探小说。	Fu4qin5 chang2chang2 zai4 kong4xian2 shi2jian1 du2 zhen1tan4 xiao3shuo1.	Father would often read detective stories in his spare time.
332837	我通常在晚上洗澡。	Wo3 tong1chang2 zai4 wan3shang5 xi3zao3.	I usually take a shower in the evening.
332838	这对他没有影响。	Zhe4 dui4 ta1 mei2you3 ying3xiang3.	It has had no effect on him.
332839	他每天去学校学习。	Ta1 mei3tian1 qu4 xue2xiao4 xue2xi2.	He goes to school to study every day.
332840	妈妈为我准备了午饭。	Ma1ma5 wei4 wo3 zhun3bei4 le5 wu3fan4.	Mother prepared lunch for me.
332841	你能再给我点茶吗？	Ni3 neng2 zai4 gei3 wo3 dian3 cha2 ma5?	Would you please give me some more tea?
332842	一些人通过阅读来放松。	Yi1xie1 ren2 tong1guo4 yue4du2 lai2 fang4song1.	Some people relax by reading.
332843	整个夏天，我们在那里过得很愉快。	Zheng3ge4 xia4tian1, wo3men5 zai4 na4li5 guo4de5 hen3 yu2kuai4.	We spent happy days there all the summer.
332844	有了坚定的目标，你会做得很好。	You3 le5 jian1ding4 de5 mu4biao1, ni3 hui4 zuo4 de5 hen3 hao3.	With a firm goal in mind, you will do well.
332845	我厌倦了他的老笑话。	Wo3 yan4juan4 le5 ta1 de5 lao3 xiao4hua5.	I was bored with his old jokes.
332846	她的眼里涌出了泪水。	Ta1 de5 yan3 li3 yong3chu1 le5 lei4shui3.	Her eyes gushed with tears.
332847	公园里有很多人。	Gong1yuan2 li3 you3 hen3 duo1 ren2.	There were a lot of people in the park.
332848	第一排的座位5美元。	Di4 yi1 pai2 de5 zuo4wei4 wu3 Mei3yuan2.	The charge for a front row seat is 5 dollars.
332849	你更喜欢哪个，这个还是那个？	Ni3 geng4 xi3huan5 nei3ge5, zhe4ge5 hai2shi5 nei4ge5?	Which do you like better, this or that?
332851	这是去牛津大学的车吗？	Zhe4 shi4 qu4 Niu2jin1 Da4xue2 de5 che1 ma5?	Is this the bus to Oxford?
332852	我们将于下周日结婚。	Wo3men5 jiang1 yu2 xia4 Zhou1ri4 jie2hun1.	We are to be married next Sunday.
332853	你觉得这件毛衣怎么样？	Ni3 jue2de5 zhe4 jian4 mao2yi1 zen3me5yang4?	What do you think of this sweater?
332854	小丑做了个鬼脸。	Xiao3chou3 zuo4 le5 ge5 gui3lian3.	The clown made a funny face.
332855	她下周日回家，也就是10号。	Ta1 xia4 Zhou1ri4 hui2jia1, ye3 jiu4 shi4 shi2 hao4.	She will return home next Sunday, that is, the tenth.
332857	我们有你的尺寸，但是没有那个颜色。	Wo3men5 you3 ni3 de5 chi3cun5, dan4shi4 mei2you3 na4ge5 yan2se4.	We have your size, but not in that color.
332858	我赚钱养家。	Wo3 zhuan4qian2 yang3jia1.	I sustain my family.
332859	在这儿等到他回来为止。	Zai4 zhe4r5 deng3 dao4 ta1 hui2lai5 wei2zhi3.	Wait here till he comes back.
332860	你不应该在学校大楼里奔跑。	Ni3 bu4 ying1gai1 zai4 xue2xiao4 da4lou2 li3 ben1pao3.	You must not run in the school buildings.
332861	我们国家不缺石油。	Wo3men5 guo2jia1 bu4 que1 shi2you2.	We are not short of oil in this country.
332862	他被选为市长。	Ta1 bei4 xuan3 wei2 shi4zhang3.	He was elected mayor.
332863	这男人和他妻子互相帮助。	Zhe4 nan2ren2 he2 ta1 qi1zi5 hu4xiang1 bang1zhu4.	The man and his wife helped each other.
332864	爸爸今天很不耐烦。	Ba4ba5 jin1tian1 hen3 bu4 nai4fan2.	Dad's in an impatient mood today.
332865	那个学生跑得很快，不是吗？	Nei4ge5 xue2sheng5 pao3 de5 hen3 kuai4, bu4 shi4 ma5?	That student runs fast, doesn't he?
332866	你是我的阳光。	Ni3 shi4 wo3 de5 yang2guang1.	You are my sunshine.
